Taxonomy,Category,Sub-category,Flow,UUID,Location Code,Location Name,Process Type,Description,Qty,Unit,GWP,AP,EP,ODP,POCP,CO2,CH4,N2O,Electricity_GWP,Electricity_AP,Electricity_EP,Electricity_ODP,Electricity_POCP,Electricity_CO2,Electricity_CH4,Electricity_N2O,Electricity_Qty,Electricity_Unit,Nonrenewable Fuel Combustion (Direct)_GWP,Nonrenewable Fuel Combustion (Direct)_AP,Nonrenewable Fuel Combustion (Direct)_EP,Nonrenewable Fuel Combustion (Direct)_ODP,Nonrenewable Fuel Combustion (Direct)_POCP,Nonrenewable Fuel Combustion (Direct)_CO2,Nonrenewable Fuel Combustion (Direct)_CH4,Nonrenewable Fuel Combustion (Direct)_N2O,Nonrenewable Fuel Combustion (Direct)_Qty,Nonrenewable Fuel Combustion (Direct)_Unit,Renewable Fuel Combustion (Direct)_GWP (AR5) [kg CO2 eq],Renewable Fuel Combustion (Direct)_AP,Renewable Fuel Combustion (Direct)_EP,Renewable Fuel Combustion (Direct)_ODP,Renewable Fuel Combustion (Direct)_POCP,Renewable Fuel Combustion (Direct)_CO2,Renewable Fuel Combustion (Direct)_CH4,Renewable Fuel Combustion (Direct)_N2O,Renewable Fuel Combustion (Direct)_Qty,Renewable Fuel Combustion (Direct)_Unit,Compound/Substance Name,URL creation,PUG-REST,(text split 1),(text split 2),InChIKey,Kingdom,Superclass,Class,Subclass,Parent level 1,Parent level 2,Parent level 3,Stored Biogenic Carbon?,Biomaterial Type/Species/Category,%C (dry mass basis),Density Needed?,Density [kg/unit] (dry basis),Biogenic Carbon Content [kg C/unit],Biogenic CO2 Content [kg CO2/unit],GWP - Biogenic CO2 stored [kgCO2eq],Growth Model Type,Rotation period [yrs],Mineral Carbonation Potential?,Accelerated Carbonation Uptake [kgCO2],GWP-total - Accelerated Carbonation Uptake [kgCO2eq]
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",1ea0668d-d780-3a6a-a4bc-3447358060df,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Midcontinent Independent System Operator, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.197934899,0.000506827,2.33E-05,4.17E-09,0.00950775,0.18982254,0.000263566,2.51E-06,0.197934899,0.000506827,2.33E-05,4.17E-09,0.00950775,0.18982254,0.000263566,2.51E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - MISO - FERC,39a94f2a-03f7-38ca-9cf1-71a839287487,,,UNIT_PROCESS,Electricity consumption mix using power plants in the MISO region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.201187364,0.000509438,2.33E-05,4.14E-09,0.009507573,0.193047327,0.000263804,2.59E-06,0.201187364,0.000509438,2.33E-05,4.14E-09,0.009507573,0.193047327,0.000263804,2.59E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Nevada Power Company - BA,4a9358dd-5c89-3164-a6c0-40e40f587350,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Nevada Power Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.142925482,0.00025491,1.63E-05,5.24E-10,0.011346419,0.130493125,0.000436336,7.36E-07,0.142925482,0.00025491,1.63E-05,5.24E-10,0.011346419,0.130493125,0.000436336,7.36E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - New Smyrna Beach, Utilities Commission of - BA",e63d16a5-d112-3572-9a5e-fab2bfcbedfd,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the New Smyrna Beach, Utilities Commission of region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - New York Independent System Operator - BA,3aed3164-bbec-3d54-a483-508a7765a9fd,,,UNIT_PROCESS,Electricity consumption mix using power plants in the New York Independent System Operator region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.084463172,0.000184797,1.41E-05,2.58E-10,0.004907618,0.079612698,0.000165171,6.91E-07,0.084463172,0.000184797,1.41E-05,2.58E-10,0.004907618,0.079612698,0.000165171,6.91E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Northwest - FERC,081c824a-a8a4-3958-8e6e-1bf18e1841f2,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Northwest region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.116037306,0.000207919,1.20E-05,1.94E-09,0.005024419,0.111429917,0.000149475,1.50E-06,0.116037306,0.000207919,1.20E-05,1.94E-09,0.005024419,0.111429917,0.000149475,1.50E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - NorthWestern Corporation - BA,fdf79353-fbd3-30b4-aa15-267a212b9da4,,,UNIT_PROCESS,Electricity consumption mix using power plants in the NorthWestern Corporation region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.204083293,0.000383413,1.54E-05,4.70E-09,0.006109938,0.200156294,0.000109844,3.07E-06,0.204083293,0.000383413,1.54E-05,4.70E-09,0.006109938,0.200156294,0.000109844,3.07E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - NYISO - FERC,483aa8c9-12d2-3a42-91f1-09085f3c9c6b,,,UNIT_PROCESS,Electricity consumption mix using power plants in the NYISO region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.084463172,0.000184797,1.41E-05,2.58E-10,0.004907618,0.079612698,0.000165171,6.91E-07,0.084463172,0.000184797,1.41E-05,2.58E-10,0.004907618,0.079612698,0.000165171,6.91E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Ohio Valley Electric Corporation - BA,7d1b2a42-aac2-3d51-9b68-075d16682fb9,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Ohio Valley Electric Corporation region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.325010956,0.000633713,2.50E-05,6.74E-09,0.011515988,0.299442165,0.000863639,5.02E-06,0.325010956,0.000633713,2.50E-05,6.74E-09,0.011515988,0.299442165,0.000863639,5.02E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - PacifiCorp East - BA,a9eed0a6-6813-3083-881a-ce9f6856fe0f,,,UNIT_PROCESS,Electricity consumption mix using power plants in the PacifiCorp East region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.231403921,0.000437934,1.98E-05,4.97E-09,0.00899393,0.224177202,0.000223996,3.46E-06,0.231403921,0.000437934,1.98E-05,4.97E-09,0.00899393,0.224177202,0.000223996,3.46E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - PacifiCorp West - BA,afd157a1-c37c-3f33-bd41-227114c381f8,,,UNIT_PROCESS,Electricity consumption mix using power plants in the PacifiCorp West region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.058495704,9.47E-05,7.90E-06,5.26E-10,0.002911295,0.054553883,0.000134281,6.44E-07,0.058495704,9.47E-05,7.90E-06,5.26E-10,0.002911295,0.054553883,0.000134281,6.44E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - PJM - FERC,6ea4ba30-2cef-3a68-99d7-efb3a2088e06,,,UNIT_PROCESS,Electricity consumption mix using power plants in the PJM region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.150959068,0.000309566,1.50E-05,2.01E-09,0.005248229,0.139293347,0.000395643,1.99E-06,0.150959068,0.000309566,1.50E-05,2.01E-09,0.005248229,0.139293347,0.000395643,1.99E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",02e2f5b0-74ac-3c4b-a691-d7b1ad5e3646,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the PJM Interconnection, LLC region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.149604304,0.000307043,1.49E-05,1.97E-09,0.005199442,0.138046801,0.000392,1.97E-06,0.149604304,0.000307043,1.49E-05,1.97E-09,0.005199442,0.138046801,0.000392,1.97E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Portland General Electric Company - BA,9f160965-7cd6-3f2a-be2f-30e99e8d9696,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Portland General Electric Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.070782842,0.000154363,1.10E-05,3.21E-10,0.005113406,0.064856283,0.00020591,5.59E-07,0.070782842,0.000154363,1.10E-05,3.21E-10,0.005113406,0.064856283,0.00020591,5.59E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - PowerSouth Energy Cooperative - BA,b11b441f-ee64-3f38-b52a-8ad61471cec0,,,UNIT_PROCESS,Electricity consumption mix using power plants in the PowerSouth Energy Cooperative region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.205814415,0.000402186,2.48E-05,1.98E-09,0.011269282,0.195741104,0.000341611,1.79E-06,0.205814415,0.000402186,2.48E-05,1.98E-09,0.011269282,0.195741104,0.000341611,1.79E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,07802327-0d38-3d14-a4b0-c71554da61d4,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Public Service Company of Colorado region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.171456092,0.000273526,1.81E-05,2.73E-09,0.006286673,0.165113086,0.000205083,2.12E-06,0.171456092,0.000273526,1.81E-05,2.73E-09,0.006286673,0.165113086,0.000205083,2.12E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,7faaf99b-7a36-3c72-a485-dde4df9fd525,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Public Service Company of New Mexico region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.244345923,0.000342017,2.07E-05,4.77E-09,0.009564113,0.237642114,0.000205915,3.39E-06,0.244345923,0.000342017,2.07E-05,4.77E-09,0.009564113,0.237642114,0.000205915,3.39E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Public Utility District No. 1 of Chelan County - BA,33c05d14-fa45-3b60-bef8-768168b22db9,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Public Utility District No. 1 of Chelan County region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.010073715,1.97E-05,1.76E-06,3.81E-11,0.000591451,0.009579469,1.66E-05,9.86E-08,0.010073715,1.97E-05,1.76E-06,3.81E-11,0.000591451,0.009579469,1.66E-05,9.86E-08,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",ff87ed0b-db00-312a-bca8-2b9f2d3b3456,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Public Utility District No. 2 of Grant County, Washington region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.001023123,2.65E-25,6.90E-27,0,6.29E-09,0.001010871,4.38E-07,1.56E-25,0.001023123,2.65E-25,6.90E-27,0,6.29E-09,0.001010871,4.38E-07,1.56E-25,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - PUD No. 1 of Douglas County - BA,75f0af0b-abe3-36f4-ae05-2fdf13c7167b,,,UNIT_PROCESS,Electricity consumption mix using power plants in the PUD No. 1 of Douglas County region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.000193103,1.09E-25,2.85E-27,0,1.17E-09,0.000190825,8.13E-08,6.43E-26,0.000193103,1.09E-25,2.85E-27,0,1.17E-09,0.000190825,8.13E-08,6.43E-26,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Puget Sound Energy, Inc. - BA",6334c6ab-2295-313a-8cbd-a8e86e846232,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Puget Sound Energy, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.088480478,0.000181581,1.63E-05,3.52E-10,0.005451134,0.084021647,0.000149765,9.09E-07,0.088480478,0.000181581,1.63E-05,3.52E-10,0.005451134,0.084021647,0.000149765,9.09E-07,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,00f828c8-2aa5-3e86-a2cd-fabe0489d245,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Salt River Project Agricultural Improvement and Power District region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.130540402,0.000224056,1.46E-05,1.82E-09,0.006017315,0.121801124,0.000295415,1.55E-06,0.130540402,0.000224056,1.46E-05,1.82E-09,0.006017315,0.121801124,0.000295415,1.55E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Seattle City Light - BA,6c24ac2c-dd77-3dff-a8cc-90054528ec3f,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Seattle City Light region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.008946194,2.62E-05,2.00E-06,1.67E-10,0.00073028,0.008546859,1.33E-05,8.88E-08,0.008946194,2.62E-05,2.00E-06,1.67E-10,0.00073028,0.008546859,1.33E-05,8.88E-08,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA,db2921f6-74d4-3e2f-9524-417d2e19c826,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Seminole Electric Cooperative region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.238260071,0.000368314,1.59E-05,3.62E-09,0.006255092,0.229180815,0.000292241,3.25E-06,0.238260071,0.000368314,1.59E-05,3.62E-09,0.006255092,0.229180815,0.000292241,3.25E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,eb5a96ac-8afe-33f5-9d84-989feb43565e,,,UNIT_PROCESS,Electricity consumption mix using power plants in the South Carolina Electric & Gas Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.14563452,0.000237067,1.39E-05,1.66E-09,0.005047345,0.139678489,0.000191867,2.01E-06,0.14563452,0.000237067,1.39E-05,1.66E-09,0.005047345,0.139678489,0.000191867,2.01E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - South Carolina Public Service Authority - BA,a32b02de-c81f-3fba-bb48-58f5f5d9c2c8,,,UNIT_PROCESS,Electricity consumption mix using power plants in the South Carolina Public Service Authority region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.241669282,0.000311132,1.75E-05,4.41E-09,0.006335418,0.229283856,0.00040969,3.25E-06,0.241669282,0.000311132,1.75E-05,4.41E-09,0.006335418,0.229283856,0.00040969,3.25E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Southeast - FERC,f6579b75-679d-38ed-b7b8-e5026887b008,,,UNIT_PROCESS,Electricity consumption mix using power plants in the Southeast region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1,MJ,0.153506734,0.000284298,1.65E-05,1.78E-09,0.006486934,0.146065932,0.000247715,1.72E-06,0.153506734,0.000284298,1.65E-05,1.78E-09,0.006486934,0.146065932,0.000247715,1.72E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",22: Utilities,"2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA",ef86245c-837b-3555-b556-d1f5346f2f76,,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Southern Company Services, Inc. - Trans region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1,MJ,0.167049949,0.000302443,1.88E-05,1.86E-09,0.007526726,0.159327071,0.000257405,1.78E-06,0.167049949,0.000302443,1.88E-05,1.86E-09,0.007526726,0.159327071,0.000257405,1.78E-06,1,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
