Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP (AR5),electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP (AR5),nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP (AR5),renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/SOLAR",Electricity - SOLAR - Duke Energy Carolinas,ce2f3242-f92a-386a-beb9-0841f682f6c7,,UNIT_PROCESS,Electricity from SOLAR produced at generating facilities in the Duke Energy Carolinas region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.009899016933508083,2.8867733776779525e-05,2.3017337924882528e-06,2.0535588479309752e-10,0.0004829328358702691,0.009083434777956475,2.1263962675028987e-05,2.8930257815664112e-08,0.009899016933508083,2.8867733776779525e-05,2.3017337924882528e-06,2.0535588479309752e-10,0.0004829328358702691,0.009083434777956475,2.1263962675028987e-05,2.8930257815664112e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/WIND","Electricity - WIND - Puget Sound Energy, Inc.",97a1c572-6f92-3d79-a4ec-73170d62580d,,UNIT_PROCESS,"Electricity from WIND produced at generating facilities in the Puget Sound Energy, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.02284888231254639,6.442959757281396e-05,4.268209445936372e-05,1.35788966770775e-11,0.0006954290949729533,0.02135840199527392,5.004885507216882e-05,8.005440727931428e-08,0.02284888231254639,6.442959757281396e-05,4.268209445936372e-05,1.35788966770775e-11,0.0006954290949729533,0.02135840199527392,5.004885507216882e-05,8.005440727931428e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/SOLAR",Electricity - SOLAR - PacifiCorp West,cc4b7254-7088-3339-95ef-41f5405fcd1f,,UNIT_PROCESS,Electricity from SOLAR produced at generating facilities in the PacifiCorp West region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.010446277465183456,3.0165748202919647e-05,2.4586490992770572e-06,2.110890984304473e-10,0.0005066536290398074,0.009584764178891855,2.2186373342170273e-05,2.967959185182162e-08,0.010446277465183456,3.0165748202919647e-05,2.4586490992770572e-06,2.110890984304473e-10,0.0005066536290398074,0.009584764178891855,2.2186373342170273e-05,2.967959185182162e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/SOLAR",Electricity - SOLAR - PacifiCorp East,72cf115f-679a-3927-bd35-48d620da4547,,UNIT_PROCESS,Electricity from SOLAR produced at generating facilities in the PacifiCorp East region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0074410526141588836,2.1522639370807415e-05,1.7547375044118297e-06,1.5087346118535292e-10,0.0003599311308271046,0.006825459920597038,1.584753978091995e-05,2.088765730470554e-08,0.0074410526141588836,2.1522639370807415e-05,1.7547375044118297e-06,1.5087346118535292e-10,0.0003599311308271046,0.006825459920597038,1.584753978091995e-05,2.088765730470554e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/WIND",Electricity - WIND - PacifiCorp East,69e613fc-5f28-30cc-9b0c-30429852198c,,UNIT_PROCESS,Electricity from WIND produced at generating facilities in the PacifiCorp East region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0066911629176263036,1.8862523865257946e-05,1.1019749804667566e-05,3.6332776267781583e-12,0.00020374664536445,0.006254979183857374,1.467735228495697e-05,2.1292327648227626e-08,0.0066911629176263036,1.8862523865257946e-05,1.1019749804667566e-05,3.6332776267781583e-12,0.00020374664536445,0.006254979183857374,1.467735228495697e-05,2.1292327648227626e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/OIL",Electricity - OIL - Public Service Company of New Mexico,d19fcac9-e250-3ac0-9bb0-04029268cf2d,,UNIT_PROCESS,Electricity from OIL produced at generating facilities in the Public Service Company of New Mexico region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,15.00868833444569,0.04688930361238823,0.04187941362891548,3.290416824511242e-06,0.9972582996435172,13.089778853965905,0.05059689729248578,0.00041145308705221016,15.00868833444569,0.04688930361238823,0.04187941362891548,3.290416824511242e-06,0.9972582996435172,13.089778853965905,0.05059689729248578,0.00041145308705221016,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/SOLAR",Electricity - SOLAR - Florida Municipal Power Pool,27f46371-75ab-30d9-b19e-42f6d9eb3942,,UNIT_PROCESS,Electricity from SOLAR produced at generating facilities in the Florida Municipal Power Pool region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.010519132953858494,3.038273803752132e-05,2.48164282597697e-06,2.13856739903804e-10,0.0005102872630915332,0.00964978736503194,2.2360734345210406e-05,2.978403885115933e-08,0.010519132953858494,3.038273803752132e-05,2.48164282597697e-06,2.13856739903804e-10,0.0005102872630915332,0.00964978736503194,2.2360734345210406e-05,2.978403885115933e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/OTHF",Electricity - OTHF - Idaho Power Company,af017cb4-e5f8-361a-a7b6-6e9167374588,,UNIT_PROCESS,Electricity from OTHF produced at generating facilities in the Idaho Power Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,1.2554831304062642e-21,7.25959633228112e-24,1.8913383620984166e-25,0.0,1.0593873084649126e-22,4.270350783694776e-24,4.270350783694776e-24,4.270350783694776e-24,1.2554831304062642e-21,7.25959633228112e-24,1.8913383620984166e-25,0.0,1.0593873084649126e-22,4.270350783694776e-24,4.270350783694776e-24,4.270350783694776e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/OIL",Electricity - OIL - PacifiCorp East,85490328-84e8-3100-aa28-8f6310e0836d,,UNIT_PROCESS,Electricity from OIL produced at generating facilities in the PacifiCorp East region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,1.6807910616808381,0.006956106041929393,0.004291140768437809,3.270450590513223e-07,0.1712188590797098,1.4797375109212285,0.005381570747835375,4.250440426891061e-05,1.6807910616808381,0.006956106041929393,0.004291140768437809,3.270450590513223e-07,0.1712188590797098,1.4797375109212285,0.005381570747835375,4.250440426891061e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/WIND",Electricity - WIND - Idaho Power Company,93519fed-0562-3171-ac3b-7ddd09c809a3,,UNIT_PROCESS,Electricity from WIND produced at generating facilities in the Idaho Power Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.008730543500482238,2.441425480740443e-05,1.5015648397323478e-05,4.849784393013318e-12,0.00026548222937500206,0.008158191497438183,1.9114642344168853e-05,2.7339748243437247e-08,0.008730543500482238,2.441425480740443e-05,1.5015648397323478e-05,4.849784393013318e-12,0.00026548222937500206,0.008158191497438183,1.9114642344168853e-05,2.7339748243437247e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/OIL",Electricity - OIL - Western Area Power Administration - Rocky Mountain Region,7988a028-371b-38e2-9238-795ca780827d,,UNIT_PROCESS,Electricity from OIL produced at generating facilities in the Western Area Power Administration - Rocky Mountain Region region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.6466884935995014,0.0028814244144482605,0.0009616388797986419,7.189348113620523e-08,0.06049763752047713,0.5910325095488465,0.0015666558334865883,1.1683882880551294e-05,0.6466884935995014,0.0028814244144482605,0.0009616388797986419,7.189348113620523e-08,0.06049763752047713,0.5910325095488465,0.0015666558334865883,1.1683882880551294e-05,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/OIL",Electricity - OIL - NorthWestern Corporation,815f425f-8aed-33c5-9a8f-c36bd0c290b3,,UNIT_PROCESS,Electricity from OIL produced at generating facilities in the NorthWestern Corporation region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.5855187454935469,0.005987812656563628,9.307108292325361e-05,2.1480009530497429e-10,0.05089458886486402,0.5673862712068392,0.0006104308237490865,3.6940088345127186e-06,0.5855187454935469,0.005987812656563628,9.307108292325361e-05,2.1480009530497429e-10,0.05089458886486402,0.5673862712068392,0.0006104308237490865,3.6940088345127186e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/OTHF",Electricity - OTHF - PacifiCorp East,f2c9e2c2-a175-39a6-9da5-b1e1fa406bc4,,UNIT_PROCESS,Electricity from OTHF produced at generating facilities in the PacifiCorp East region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,2.2617333185628302e-21,1.3078049801213644e-23,3.4072166217397195e-25,0.0,1.9084697474527982e-22,7.692970471302144e-24,7.692970471302144e-24,7.692970471302144e-24,2.2617333185628302e-21,1.3078049801213644e-23,3.4072166217397195e-25,0.0,1.9084697474527982e-22,7.692970471302144e-24,7.692970471302144e-24,7.692970471302144e-24,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/SOLAR","Electricity - SOLAR - Electric Reliability Council of Texas, Inc.",9cddffa0-e76d-3796-9fa7-5da2786ded16,,UNIT_PROCESS,"Electricity from SOLAR produced at generating facilities in the Electric Reliability Council of Texas, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.008674554711649893,2.5378638951241614e-05,2.0040578238210473e-06,1.805638568322397e-10,0.0004229990971477864,0.007959848682445977,1.8703666112173433e-05,2.540043013762494e-08,0.008674554711649893,2.5378638951241614e-05,2.0040578238210473e-06,1.805638568322397e-10,0.0004229990971477864,0.007959848682445977,1.8703666112173433e-05,2.540043013762494e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/SOLAR",Electricity - SOLAR - South Carolina Electric & Gas Company,65449d6f-60aa-377f-afac-02d72c16d0ad,,UNIT_PROCESS,Electricity from SOLAR produced at generating facilities in the South Carolina Electric & Gas Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.3118702622939342,0.0009009159834555358,7.364825585208282e-05,6.356139319632091e-09,0.015128578751205685,0.2860719350256387,0.0006632442270700824,8.81452761091481e-07,0.3118702622939342,0.0009009159834555358,7.364825585208282e-05,6.356139319632091e-09,0.015128578751205685,0.2860719350256387,0.0006632442270700824,8.81452761091481e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/WIND",Electricity - WIND - Public Service Company of New Mexico,5faa94f1-a42f-302a-a2ac-84fa0c664f34,,UNIT_PROCESS,Electricity from WIND produced at generating facilities in the Public Service Company of New Mexico region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.005691846613885738,1.639196053061043e-05,5.902763521569967e-06,3.772403872010106e-12,0.00017359671087548403,0.0053187261707557856,1.2481964886399178e-05,1.4980548396731715e-08,0.005691846613885738,1.639196053061043e-05,5.902763521569967e-06,3.772403872010106e-12,0.00017359671087548403,0.0053187261707557856,1.2481964886399178e-05,1.4980548396731715e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/WIND",Electricity - WIND - New York Independent System Operator,3e0a2765-24be-300a-b616-cbbef83c2ff7,,UNIT_PROCESS,Electricity from WIND produced at generating facilities in the New York Independent System Operator region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.010071350680542173,2.803193383561115e-05,1.8948698149109086e-05,4.7965072359399375e-12,0.0003044766874982588,0.00942229056254442,2.1952536829335206e-05,3.485588419402441e-08,0.010071350680542173,2.803193383561115e-05,1.8948698149109086e-05,4.7965072359399375e-12,0.0003044766874982588,0.00942229056254442,2.1952536829335206e-05,3.485588419402441e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/SOLAR",Electricity - SOLAR - New York Independent System Operator,db15fc47-2074-34a4-9956-ea927722ee3b,,UNIT_PROCESS,Electricity from SOLAR produced at generating facilities in the New York Independent System Operator region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.012339010389728072,3.5718153867935794e-05,2.8996193705393515e-06,2.531352352389888e-10,0.0006002574184564201,0.011320368988892654,2.6279446118437006e-05,3.539804143497134e-08,0.012339010389728072,3.5718153867935794e-05,2.8996193705393515e-06,2.531352352389888e-10,0.0006002574184564201,0.011320368988892654,2.6279446118437006e-05,3.539804143497134e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/WIND","Electricity - WIND - Electric Reliability Council of Texas, Inc.",72d8e4f8-88e3-319b-a78b-3a4a38401510,,UNIT_PROCESS,"Electricity from WIND produced at generating facilities in the Electric Reliability Council of Texas, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.007162741973110387,1.985756400143512e-05,1.3530128554417644e-05,3.300297513745614e-12,0.00021503683138122777,0.006705457209746918,1.5505586026344298e-05,2.543975499189084e-08,0.007162741973110387,1.985756400143512e-05,1.3530128554417644e-05,3.300297513745614e-12,0.00021503683138122777,0.006705457209746918,1.5505586026344298e-05,2.543975499189084e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution/SOLAR",Electricity - SOLAR - Los Angeles Department of Water and Power,8787fa04-1f52-3de5-8418-b26b64e09fb9,,UNIT_PROCESS,Electricity from SOLAR produced at generating facilities in the Los Angeles Department of Water and Power region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.006573970843121644,1.9028540643050583e-05,1.5482737506296918e-06,1.3338076326586142e-10,0.00031802620274434975,0.006030256062264775,1.4011732018316368e-05,1.8483693972077222e-08,0.006573970843121644,1.9028540643050583e-05,1.5482737506296918e-06,1.3338076326586142e-10,0.00031802620274434975,0.006030256062264775,1.4011732018316368e-05,1.8483693972077222e-08,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
