USZIP,County,City,State,State_Code
30464,Emanuel,Stillmore,Georgia,GA
61084,Ogle,Stillman valley,Illinois,IL
1467,Worcester,Still river,Massachusetts,MA
21667,Kent,Still pond,Maryland,MD
46180,Hendricks,Stilesville,Indiana,IN
54139,Oconto,Stiles,Wisconsin,WI
74462,Haskell,Stigler,Oklahoma,OK
74461,McIntosh,Stidham,Oklahoma,OK
57375,Aurora,Stickney,South dakota,SD
60402,Cook,Stickney,Illinois,IL
55976,Olmsted,Stewartville,Minnesota,MN
8886,Warren,Stewartsville,New jersey,NJ
24179,Roanoke,Stewartsville,Virginia,VA
17363,York,Stewartstown,Pennsylvania,PA
95480,Sonoma,Stewarts point,California,CA
35441,Hale,Stewart,Alabama,AL
37175,Houston,Stewart,Tennessee,TN
39767,Montgomery,Stewart,Mississippi,MS
45778,Athens,Stewart,Ohio,OH
55385,McLeod,Stewart,Minnesota,MN
62463,Shelby,Stewardson,Illinois,IL
60553,Lee,Steward,Illinois,IL
95374,Merced,Stevinson,California,CA
18845,Bradford,Stevensville,Pennsylvania,PA
21666,Queen Annes,Stevensville,Maryland,MD
23161,King and Queen,Stevensville,Virginia,VA
49127,Berrien,Stevensville,Michigan,MI
59870,Ravalli,Stevensville,Montana,MT
35772,Jackson,Stevenson,Alabama,AL
98648,Skamania,Stevenson,Washington,WA
22741,Culpeper,Stevensburg,Virginia,VA
99774,Yukon-Koyukuk Census Area,Stevens village,Alaska,AK
31031,Wilkinson,Stevens pottery,Georgia,GA
54481,Portage,Stevens point,Wisconsin,WI
17578,Lancaster,Stevens,Pennsylvania,PA
4680,Washington,Steuben,Maine,ME
54657,Crawford,Steuben,Wisconsin,WI
54480,Taylor,Stetsonville,Wisconsin,WI
4488,Penobscot,Stetson,Maine,ME
35147,Shelby,Sterrett,Alabama,AL
10974,Rockland,Sterlington,New york,NY
48310,Macomb,Sterling heights,Michigan,MI
48312,Macomb,Sterling heights,Michigan,MI
48313,Macomb,Sterling heights,Michigan,MI
48314,Macomb,Sterling heights,Michigan,MI
76951,Sterling,Sterling city,Texas,TX
1564,Worcester,Sterling,Massachusetts,MA
6377,Windham,Sterling,Connecticut,CT
13156,Cayuga,Sterling,New york,NY
20164,Loudoun,Sterling,Virginia,VA
20165,Loudoun,Sterling,Virginia,VA
44276,Wayne,Sterling,Ohio,OH
48659,Arenac,Sterling,Michigan,MI
58572,Burleigh,Sterling,North dakota,ND
61081,Whiteside,Sterling,Illinois,IL
67579,Rice,Sterling,Kansas,KS
68443,Johnson,Sterling,Nebraska,NE
73567,Comanche,Sterling,Oklahoma,OK
80751,Logan,Sterling,Colorado,CO
83210,Bingham,Sterling,Idaho,ID
99672,Kenai Peninsula Borough,Sterling,Alaska,AK
76401,Erath,Stephenville,Texas,TX
12168,Rensselaer,Stephentown,New york,NY
12169,Rensselaer,Stephentown,New york,NY
40170,Breckinridge,Stephensport,Kentucky,KY
22656,Frederick,Stephenson,Virginia,VA
25928,Wyoming,Stephenson,West virginia,WV
49887,Menominee,Stephenson,Michigan,MI
42724,Hardin,Stephensburg,Kentucky,KY
22655,Frederick,Stephens city,Virginia,VA
30667,Oglethorpe,Stephens,Georgia,GA
71764,Ouachita,Stephens,Arkansas,AR
56757,Marshall,Stephen,Minnesota,MN
57346,Hyde,Stephan,South dakota,SD
47585,Pike,Stendal,Indiana,IN
27581,Granville,Stem,North carolina,NC
28582,Onslow,Stella,North carolina,NC
64867,McDonald,Stella,Missouri,MO
68442,Richardson,Stella,Nebraska,NE
32359,Taylor,Steinhatchee,Florida,FL
68441,Pawnee,Steinauer,Nebraska,NE
98388,Pierce,Steilacoom,Washington,WA
98852,Chelan,Stehekin,Washington,WA
60475,Will,Steger,Illinois,IL
4085,Cumberland,Steep falls,Maine,ME
39766,Lowndes,Steens,Mississippi,MS
56173,Rock,Steen,Minnesota,MN
17113,Dauphin,Steelton,Pennsylvania,PA
62288,Randolph,Steeleville,Illinois,IL
68440,Jefferson,Steele city,Nebraska,NE
35987,St. Clair,Steele,Alabama,AL
41566,Pike,Steele,Kentucky,KY
58482,Kidder,Steele,North dakota,ND
63877,Pemiscot,Steele,Missouri,MO
65077,Callaway,Steedman,Missouri,MO
28391,Cumberland,Stedman,North carolina,NC
99671,Nome Census Area,Stebbins,Alaska,AK
42647,McCreary,Stearns,Kentucky,KY
14783,Cattaraugus,Steamburg,New york,NY
80487,Routt,Steamboat spring,Colorado,CO
50672,Hardin,Steamboat rock,Iowa,IA
97383,Marion,Stayton,Oregon,OR
47881,Clay,Staunton,Indiana,IN
62088,Macoupin,Staunton,Illinois,IL
25279,Jackson,Statts mills,West virginia,WV
30666,Barrow,Statham,Georgia,GA
28677,Iredell,Statesville,North carolina,NC
30458,Bulloch,Statesboro,Georgia,GA
31648,Echols,Statenville,Georgia,GA
10301,Richmond,Staten island,New york,NY
10302,Richmond,Staten island,New york,NY
10303,Richmond,Staten island,New york,NY
10304,Richmond,Staten island,New york,NY
10305,Richmond,Staten island,New york,NY
10306,Richmond,Staten island,New york,NY
10307,Richmond,Staten island,New york,NY
10308,Richmond,Staten island,New york,NY
10309,Richmond,Staten island,New york,NY
10310,Richmond,Staten island,New york,NY
10312,Richmond,Staten island,New york,NY
10314,Richmond,Staten island,New york,NY
89449,Douglas,Stateline,Nevada,NV
72467,Craighead,State university,Arkansas,AR
28676,Surry,State road,North carolina,NC
39362,Greene,State line,Mississippi,MS
47982,Warren,State line,Indiana,IN
16801,Centre,State college,Pennsylvania,PA
16803,Centre,State college,Pennsylvania,PA
31404,Chatham,State college,Georgia,GA
50247,Marshall,State center,Iowa,IA
29377,Spartanburg,Startex,South carolina,SC
18462,Wayne,Starrucca,Pennsylvania,PA
29684,Anderson,Starr,South carolina,SC
18461,Wayne,Starlight,Pennsylvania,PA
54561,Vilas,Starlake,Wisconsin,WI
58377,Ramsey,Starkweather,North dakota,ND
5487,Addison,Starksboro,Vermont,VT
70661,Calcasieu Parish,Starks,Louisiana,LA
32091,Bradford,Starke,Florida,FL
64866,Newton,Stark city,Missouri,MO
66775,Neosho,Stark,Kansas,KS
15777,Indiana,Starford,Pennsylvania,PA
56381,Pope,Starbuck,Minnesota,MN
99359,Columbia,Starbuck,Washington,WA
22654,Frederick,Star tannery,Virginia,VA
54026,Polk,Star prairie,Wisconsin,WI
13690,St. Lawrence,Star lake,New york,NY
15482,Fayette,Star junction,Pennsylvania,PA
26505,Monongalia,Star city,West virginia,WV
46985,Pulaski,Star city,Indiana,IN
71667,Lincoln,Star city,Arkansas,AR
27356,Montgomery,Star,North carolina,NC
83669,Ada,Star,Idaho,ID
30823,Jefferson,Stapleton,Georgia,GA
36578,Baldwin,Stapleton,Alabama,AL
69163,Logan,Stapleton,Nebraska,NE
56479,Todd,Staples,Minnesota,MN
78670,Guadalupe,Staples,Texas,TX
68439,Seward,Staplehurst,Nebraska,NE
49346,Mecosta,Stanwood,Michigan,MI
52337,Cedar,Stanwood,Iowa,IA
98292,Snohomish,Stanwood,Washington,WA
41659,Floyd,Stanville,Kentucky,KY
38379,McNairy,Stantonville,Tennessee,TN
27883,Wilson,Stantonsburg,North carolina,NC
36790,Chilton,Stanton,Alabama,AL
38069,Haywood,Stanton,Tennessee,TN
48888,Montcalm,Stanton,Michigan,MI
51573,Montgomery,Stanton,Iowa,IA
55018,Goodhue,Stanton,Minnesota,MN
58571,Mercer,Stanton,North dakota,ND
68779,Stanton,Stanton,Nebraska,NE
79782,Martin,Stanton,Texas,TX
90680,Orange,Stanton,California,CA
24168,Henry,Stanleytown,Virginia,VA
14561,Ontario,Stanley,New york,NY
22851,Page,Stanley,Virginia,VA
28164,Gaston,Stanley,North carolina,NC
50671,Buchanan,Stanley,Iowa,IA
54768,Chippewa,Stanley,Wisconsin,WI
66221,Johnson,Stanley,Kansas,KS
66223,Johnson,Stanley,Kansas,KS
66224,Johnson,Stanley,Kansas,KS
83278,Custer,Stanley,Idaho,ID
87056,Santa Fe,Stanley,New mexico,NM
7874,Sussex,Stanhope,New jersey,NJ
50246,Hamilton,Stanhope,Iowa,IA
12581,Dutchess,Stanfordville,New york,NY
40484,Lincoln,Stanford,Kentucky,KY
59479,Judith Basin,Stanford,Montana,MT
61774,McLean,Stanford,Illinois,IL
94305,Santa Clara,Stanford,California,CA
28163,Stanly,Stanfield,North carolina,NC
85272,Pinal,Stanfield,Arizona,AZ
97875,Umatilla,Stanfield,Oregon,OR
4084,Cumberland,Standish,Maine,ME
48658,Arenac,Standish,Michigan,MI
96128,Lassen,Standish,California,CA
61363,Putnam,Standard,Illinois,IL
55080,Isanti,Stanchfield,Minnesota,MN
64489,Gentry,Stanberry,Missouri,MO
71860,Lafayette,Stamps,Arkansas,AR
40379,Scott,Stamping ground,Kentucky,KY
5352,Bennington,Stamford,Vermont,VT
6901,Fairfield,Stamford,Connecticut,CT
6902,Fairfield,Stamford,Connecticut,CT
6903,Fairfield,Stamford,Connecticut,CT
6906,Fairfield,Stamford,Connecticut,CT
6907,Fairfield,Stamford,Connecticut,CT
12167,Delaware,Stamford,New york,NY
68977,Harlan,Stamford,Nebraska,NE
79553,Jones,Stamford,Texas,TX
41257,Johnson,Stambaugh,Kentucky,KY
49964,Iron,Stambaugh,Michigan,MI
28105,Mecklenburg,Stallings,North carolina,NC
27355,Randolph,Staley,North carolina,NC
15687,Westmoreland,Stahlstown,Pennsylvania,PA
24167,Giles,Staffordsville,Virginia,VA
6076,Tolland,Stafford springs,Connecticut,CT
14143,Genesee,Stafford,New york,NY
22554,Stafford,Stafford,Virginia,VA
67578,Stafford,Stafford,Kansas,KS
77477,Fort Bend,Stafford,Texas,TX
50476,Mitchell,Stacyville,Iowa,IA
28581,Carteret,Stacy,North carolina,NC
55079,Anoka,Stacy,Minnesota,MN
12580,Dutchess,Staatsburg,New york,NY
29920,Beaufort,St helena island,South carolina,SC
84770,Washington,St george,Utah,UT
16667,Bedford,St clairsville,Pennsylvania,PA
15217,Allegheny,Squirrel hill,Pennsylvania,PA
65755,Douglas,Squires,Missouri,MO
24884,McDowell,Squire,West virginia,WV
93675,Fresno,Squaw valley,California,CA
56681,Itasca,Squaw lake,Minnesota,MN
77660,Tyler,Spurger,Texas,TX
47584,Pike,Spurgeon,Indiana,IN
79370,Dickens,Spur,Texas,TX
28777,Mitchell,Spruce pine,North carolina,NC
35585,Franklin,Spruce pine,Alabama,AL
4859,Knox,Spruce head,Maine,ME
16683,Huntingdon,Spruce creek,Pennsylvania,PA
48762,Alcona,Spruce,Michigan,MI
23936,Buckingham,Sprouses corner,Virginia,VA
16682,Blair,Sproul,Pennsylvania,PA
36779,Perry,Sprott,Alabama,AL
14560,Livingston,Springwater,New york,NY
14141,Erie,Springville,New york,NY
18844,Susquehanna,Springville,Pennsylvania,PA
35146,St. Clair,Springville,Alabama,AL
38256,Henry,Springville,Tennessee,TN
47462,Lawrence,Springville,Indiana,IN
52336,Linn,Springville,Iowa,IA
84663,Utah,Springville,Utah,UT
93265,Tulare,Springville,California,CA
68778,Keya Paha,Springview,Nebraska,NE
4083,York,Springvale,Maine,ME
31767,Randolph,Springvale,Georgia,GA
18081,Bucks,Springtown,Pennsylvania,PA
76082,Parker,Springtown,Texas,TX
32779,Seminole,Springs plaza,Florida,FL
15562,Somerset,Springs,Pennsylvania,PA
47386,Henry,Springport,Indiana,IN
49284,Jackson,Springport,Michigan,MI
79082,Lamb,Springlake,Texas,TX
71075,Webster Parish,Springhill,Louisiana,LA
11413,Queens,Springfield gard,New york,NY
13468,Otsego,Springfield cent,New york,NY
1103,Hampden,Springfield,Massachusetts,MA
1104,Hampden,Springfield,Massachusetts,MA
1105,Hampden,Springfield,Massachusetts,MA
1107,Hampden,Springfield,Massachusetts,MA
1108,Hampden,Springfield,Massachusetts,MA
1109,Hampden,Springfield,Massachusetts,MA
1118,Hampden,Springfield,Massachusetts,MA
1119,Hampden,Springfield,Massachusetts,MA
1128,Hampden,Springfield,Massachusetts,MA
1129,Hampden,Springfield,Massachusetts,MA
4487,Penobscot,Springfield,Maine,ME
5156,Windsor,Springfield,Vermont,VT
7081,Union,Springfield,New jersey,NJ
19064,Delaware,Springfield,Pennsylvania,PA
22150,Fairfax,Springfield,Virginia,VA
22153,Fairfax,Springfield,Virginia,VA
26763,Hampshire,Springfield,West virginia,WV
29146,Orangeburg,Springfield,South carolina,SC
37172,Robertson,Springfield,Tennessee,TN
45502,Clark,Springfield,Ohio,OH
45503,Clark,Springfield,Ohio,OH
45504,Clark,Springfield,Ohio,OH
45505,Clark,Springfield,Ohio,OH
45506,Clark,Springfield,Ohio,OH
48350,Oakland,Springfield,Michigan,MI
53176,Walworth,Springfield,Wisconsin,WI
56087,Brown,Springfield,Minnesota,MN
57062,Bon Homme,Springfield,South dakota,SD
62701,Sangamon,Springfield,Illinois,IL
65802,Greene,Springfield,Missouri,MO
65803,Greene,Springfield,Missouri,MO
65804,Greene,Springfield,Missouri,MO
65806,Greene,Springfield,Missouri,MO
65807,Greene,Springfield,Missouri,MO
65809,Greene,Springfield,Missouri,MO
65810,Greene,Springfield,Missouri,MO
68059,Sarpy,Springfield,Nebraska,NE
70462,Livingston Parish,Springfield,Louisiana,LA
72157,Conway,Springfield,Arkansas,AR
81073,Baca,Springfield,Colorado,CO
83277,Bingham,Springfield,Idaho,ID
97477,Lane,Springfield,Oregon,OR
97478,Lane,Springfield,Oregon,OR
85938,Apache,Springerville,Arizona,AZ
62887,White,Springerton,Illinois,IL
73458,Carter,Springer,Oklahoma,OK
87747,Colfax,Springer,New mexico,NM
15144,Allegheny,Springdale,Pennsylvania,PA
72762,Washington,Springdale,Arkansas,AR
99173,Stevens,Springdale,Washington,WA
52075,Jackson,Springbrook,Iowa,IA
58843,Williams,Springbrook,North dakota,ND
16435,Crawford,Springboro,Pennsylvania,PA
45066,Warren,Springboro,Ohio,OH
92392,San Bernardino,Spring valley la,California,CA
45370,Greene,Spring valley,Ohio,OH
54767,Pierce,Spring valley,Wisconsin,WI
55975,Fillmore,Spring valley,Minnesota,MN
61362,Bureau,Spring valley,Illinois,IL
91977,San Diego,Spring valley,California,CA
91978,San Diego,Spring valley,California,CA
17262,Franklin,Spring run,Pennsylvania,PA
55384,Hennepin,Spring park,Minnesota,MN
19478,Montgomery,Spring mount,Pennsylvania,PA
16875,Centre,Spring mills,Pennsylvania,PA
7762,Monmouth,Spring lake,New jersey,NJ
28390,Cumberland,Spring lake,North carolina,NC
49456,Ottawa,Spring lake,Michigan,MI
56680,Itasca,Spring lake,Minnesota,MN
27882,Nash,Spring hope,North carolina,NC
34606,Hernando,Spring hill,Florida,FL
34607,Hernando,Spring hill,Florida,FL
34608,Hernando,Spring hill,Florida,FL
34609,Hernando,Spring hill,Florida,FL
37174,Maury,Spring hill,Tennessee,TN
50125,Warren,Spring hill,Iowa,IA
66083,Johnson,Spring hill,Kansas,KS
17362,York,Spring grove,Pennsylvania,PA
23881,Prince George,Spring grove,Virginia,VA
55974,Houston,Spring grove,Minnesota,MN
60081,McHenry,Spring grove,Illinois,IL
53588,Sauk,Spring green,Wisconsin,WI
17978,Schuylkill,Spring glen,Pennsylvania,PA
21560,Allegany,Spring gap,Maryland,MD
25986,Fayette,Spring dale,West virginia,WV
16436,Warren,Spring creek,Pennsylvania,PA
38378,Madison,Spring creek,Tennessee,TN
19475,Chester,Spring city,Pennsylvania,PA
37381,Rhea,Spring city,Tennessee,TN
84662,Sanpete,Spring city,Utah,UT
15686,Armstrong,Spring church,Pennsylvania,PA
78070,Comal,Spring branch,Texas,TX
49283,Jackson,Spring arbor,Michigan,MI
77373,Harris,Spring,Texas,TX
77382,Montgomery,Spring,Texas,TX
77386,Montgomery,Spring,Texas,TX
77388,Harris,Spring,Texas,TX
77389,Harris,Spring,Texas,TX
93962,Monterey,Spreckels,California,CA
97874,Wheeler,Spray,Oregon,OR
15776,Jefferson,Sprankle mills,Pennsylvania,PA
12166,Montgomery,Sprakers,New york,NY
52074,Jackson,Spragueville,Iowa,IA
97639,Klamath,Sprague river,Oregon,OR
99032,Lincoln,Sprague,Washington,WA
15362,Greene,Spraggs,Pennsylvania,PA
24593,Appomattox,Spout spring,Virginia,VA
24475,Augusta,Spottswood,Virginia,VA
42458,Henderson,Spottsville,Kentucky,KY
8884,Middlesex,Spotswood,New jersey,NJ
54801,Washburn,Spooner,Wisconsin,WI
65754,Christian,Spokane,Missouri,MO
99201,Spokane,Spokane,Washington,WA
99202,Spokane,Spokane,Washington,WA
99203,Spokane,Spokane,Washington,WA
99204,Spokane,Spokane,Washington,WA
99205,Spokane,Spokane,Washington,WA
99206,Spokane,Spokane,Washington,WA
99207,Spokane,Spokane,Washington,WA
99208,Spokane,Spokane,Washington,WA
99212,Spokane,Spokane,Washington,WA
99216,Spokane,Spokane,Washington,WA
99217,Spokane,Spokane,Washington,WA
99218,Spokane,Spokane,Washington,WA
99223,Spokane,Spokane,Washington,WA
99224,Spokane,Spokane,Washington,WA
3462,Cheshire,Spofford,New hampshire,NH
78877,Maverick,Spofford,Texas,TX
77372,Montgomery,Splendora,Texas,TX
67142,Kingman,Spivey,Kansas,KS
74959,Le Flore,Spiro,Oklahoma,OK
58481,Barnes,Spiritwood,North dakota,ND
51360,Dickinson,Spirit lake,Iowa,IA
83869,Kootenai,Spirit lake,Idaho,ID
28160,Rutherford,Spindale,North carolina,NC
52168,Winneshiek,Spillville,Iowa,IA
64679,Grundy,Spickard,Missouri,MO
78669,Travis,Spicewood,Texas,TX
56288,Kandiyohi,Spicer,Minnesota,MN
47385,Henry,Spiceland,Indiana,IN
22740,Rappahannock,Sperryville,Virginia,VA
52650,Des Moines,Sperry,Iowa,IA
74073,Tulsa,Sperry,Oklahoma,OK
11972,Suffolk,Speonk,New york,NY
20868,Montgomery,Spencerville,Maryland,MD
45887,Allen,Spencerville,Ohio,OH
46788,Allen,Spencerville,Indiana,IN
74760,Choctaw,Spencerville,Oklahoma,OK
12165,Columbia,Spencertown,New york,NY
14559,Monroe,Spencerport,New york,NY
1562,Worcester,Spencer,Massachusetts,MA
14883,Tioga,Spencer,New york,NY
24165,Henry,Spencer,Virginia,VA
25276,Roane,Spencer,West virginia,WV
28159,Rowan,Spencer,North carolina,NC
38585,Van Buren,Spencer,Tennessee,TN
44275,Medina,Spencer,Ohio,OH
47460,Owen,Spencer,Indiana,IN
51301,Clay,Spencer,Iowa,IA
54479,Marathon,Spencer,Wisconsin,WI
57374,McCook,Spencer,South dakota,SD
68777,Boyd,Spencer,Nebraska,NE
71280,Ouachita Parish,Spencer,Louisiana,LA
73084,Oklahoma,Spencer,Oklahoma,OK
83446,Clark,Spencer,Idaho,ID
26438,Harrison,Spelter,West virginia,WV
61479,Stark,Speer,Illinois,IL
24374,Wythe,Speedwell,Virginia,VA
37870,Claiborne,Speedwell,Tennessee,TN
46224,Marion,Speedway,Indiana,IN
47172,Clark,Speed,Indiana,IN
12164,Hamilton,Speculator,New york,NY
67876,Ford,Spearville,Kansas,KS
71277,Union Parish,Spearsville,Louisiana,LA
79081,Hansford,Spearman,Texas,TX
57754,Lawrence,Spearfish canyon,South dakota,SD
57783,Lawrence,Spearfish,South dakota,SD
74366,Mayes,Spavinaw,Oklahoma,OK
62561,Sangamon,Spaulding,Illinois,IL
16434,Crawford,Spartansburg,Pennsylvania,PA
29301,Spartanburg,Spartanburg,South carolina,SC
29302,Spartanburg,Spartanburg,South carolina,SC
29306,Spartanburg,Spartanburg,South carolina,SC
29307,Spartanburg,Spartanburg,South carolina,SC
29316,Spartanburg,Spartanburg,South carolina,SC
7871,Sussex,Sparta,New jersey,NJ
28675,Alleghany,Sparta,North carolina,NC
41086,Gallatin,Sparta,Kentucky,KY
43350,Morrow,Sparta,Ohio,OH
49345,Kent,Sparta,Michigan,MI
54656,Monroe,Sparta,Wisconsin,WI
62286,Randolph,Sparta,Illinois,IL
65753,Christian,Sparta,Missouri,MO
12780,Orange,Sparrowbush,New york,NY
61565,Marshall,Sparland,Illinois,IL
31647,Cook,Sparks,Georgia,GA
69220,Cherry,Sparks,Nebraska,NE
74869,Lincoln,Sparks,Oklahoma,OK
89431,Washoe,Sparks,Nevada,NV
89434,Washoe,Sparks,Nevada,NV
89436,Washoe,Sparks,Nevada,NV
10976,Rockland,Sparkill,New york,NY
25922,Mercer,Spanishburg,West virginia,WV
36527,Baldwin,Spanish fort,Alabama,AL
84660,Utah,Spanish fork,Utah,UT
94558,Napa,Spanish flat,California,CA
15775,Cambria,Spangler,Pennsylvania,PA
99031,Spokane,Spangle,Washington,WA
98387,Pierce,Spanaway,Washington,WA
49886,Menominee,Spalding,Michigan,MI
68665,Greeley,Spalding,Nebraska,NE
79369,Lamb,Spade,Texas,TX
1077,Hampden,Southwick,Massachusetts,MA
4679,Hancock,Southwest harbor,Maine,ME
15685,Westmoreland,Southwest,Pennsylvania,PA
15361,Washington,Southview,Pennsylvania,PA
25187,Mason,Southside,West virginia,WV
33811,Polk,Southside,Florida,FL
33813,Polk,Southside,Florida,FL
35901,Etowah,Southside,Alabama,AL
37171,Montgomery,Southside,Tennessee,TN
6490,Fairfield,Southport,Connecticut,CT
32409,Bay,Southport,Florida,FL
46217,Marion,Southport,Indiana,IN
46227,Marion,Southport,Indiana,IN
46237,Marion,Southport,Indiana,IN
11971,Suffolk,Southold,New york,NY
76268,Grayson,Southmayd,Texas,TX
6489,Hartford,Southington,Connecticut,CT
44470,Trumbull,Southington,Ohio,OH
41071,Campbell,Southgate,Kentucky,KY
48195,Wayne,Southgate,Michigan,MI
10975,Orange,Southfields,New york,NY
1259,Berkshire,Southfield,Massachusetts,MA
48034,Oakland,Southfield,Michigan,MI
48075,Oakland,Southfield,Michigan,MI
62703,Sangamon,Southern view,Illinois,IL
27949,Dare,Southern shores,North carolina,NC
28387,Moore,Southern pines,North carolina,NC
48519,Genesee,Southeast,Michigan,MI
48529,Genesee,Southeast,Michigan,MI
6488,New Haven,Southbury,Connecticut,CT
1550,Worcester,Southbridge,Massachusetts,MA
1745,Worcester,Southborough,Massachusetts,MA
1772,Worcester,Southborough,Massachusetts,MA
38671,DeSoto,Southaven,Mississippi,MS
1073,Hampshire,Southampton,Massachusetts,MA
8088,Burlington,Southampton,New jersey,NJ
11968,Suffolk,Southampton,New york,NY
58327,Ramsey,Southam,North dakota,ND
5071,Windsor,South woodstock,Vermont,VT
6074,Hartford,South windsor,Connecticut,CT
6266,Windham,South windham,Connecticut,CT
60474,Grundy,South wilmington,Illinois,IL
17701,Lycoming,South williamspo,Pennsylvania,PA
41503,Pike,South williamson,Kentucky,KY
46787,Whitley,South whitley,Indiana,IN
64863,McDonald,South west city,Missouri,MO
45682,Scioto,South webster,Ohio,OH
53587,Lafayette,South wayne,Wisconsin,WI
2071,Norfolk,South walpole,Massachusetts,MA
14139,Erie,South wales,New york,NY
45369,Clark,South vienna,Ohio,OH
34293,Sarasota,South venice,Florida,FL
34231,Sarasota,South trail,Florida,FL
4858,Knox,South thomaston,Maine,ME
3883,Carroll,South tamworth,New hampshire,NH
3273,Merrimack,South sutton,New hampshire,NH
5070,Orange,South strafford,Vermont,VT
18460,Wayne,South sterling,Pennsylvania,PA
62686,Macoupin,South standard,Illinois,IL
43153,Madison,South solon,Ohio,OH
68776,Dakota,South sioux city,Nebraska,NE
57263,Codington,South shore,South dakota,SD
94080,San Mateo,South san franci,California,CA
84115,Salt Lake,South salt lake,Utah,UT
10590,Westchester,South salem,New york,NY
45681,Ross,South salem,Ohio,OH
55075,Dakota,South saint paul,Minnesota,MN
5069,Caledonia,South ryegate,Vermont,VT
5068,Windsor,South royalton,Vermont,VT
62087,Madison,South roxana,Illinois,IL
48179,Monroe,South rockwood,Michigan,MI
12601,Dutchess,South road,New york,NY
8882,Middlesex,South river,New jersey,NJ
49963,Houghton,South range,Michigan,MI
98385,Pierce,South prairie,Washington,WA
41174,Greenup,South portsmouth,Kentucky,KY
4106,Cumberland,South portland,Maine,ME
5067,Windsor,South pomfret,Vermont,VT
45680,Lawrence,South point,Ohio,OH
13844,Chenango,South plymouth,New york,NY
7080,Middlesex,South plainfield,New jersey,NJ
37380,Marion,South pittsburg,Tennessee,TN
61564,Tazewell,South pekin,Illinois,IL
91030,Los Angeles,South pasadena,California,CA
98366,Kitsap,South park villa,Washington,WA
4281,Oxford,South paris,Maine,ME
